sample_id,source_video_id,window_id,mean_bubble_count,max_bubble_count,std_bubble_count,continuity_ratio,mean_vertical_chain,temporal_variance,prev3_mean_bubble_count,prev3_std_bubble_count,prev3_continuity_ratio,prev3_mean_vertical_chain,leak_evolution,label
L_G20_PSI10_V001_W0017,L_G20_PSI10_V001,17,40.2,44.0,3.047768,1.0,5.9,9.288889,35.433333,6.531984,1.0,5.6,4.766667,1
L_G20_PSI10_V001_W0018,L_G20_PSI10_V001,18,33.7,40.0,3.497618,1.0,6.6,12.233333,36.933333,5.451172,1.0,5.733333,-3.233333,1
L_G20_PSI10_V001_W0019,L_G20_PSI10_V001,19,35.0,40.0,3.299832,1.0,6.3,10.888889,37.566667,4.599835,1.0,6.366667,-2.566667,1
L_G20_PSI10_V001_W0020,L_G20_PSI10_V001,20,34.1,40.0,4.794673,1.0,5.6,22.988889,36.3,3.281739,1.0,6.266667,-2.2,1
L_G20_PSI10_V001_W0021,L_G20_PSI10_V001,21,34.6,39.0,3.977716,1.0,6.2,15.822222,34.266667,3.864041,1.0,6.166667,0.333333,1
L_G20_PSI10_V001_W0022,L_G20_PSI10_V001,22,37.5,44.0,5.854723,1.0,8.9,34.277778,34.566667,4.024073,1.0,6.033333,2.933333,1
L_G20_PSI10_V001_W0023,L_G20_PSI10_V001,23,29.5,33.0,3.17105,1.0,5.5,10.055556,35.4,4.875704,1.0,6.9,-5.9,1
L_G20_PSI10_V001_W0024,L_G20_PSI10_V001,24,29.9,37.0,5.216427,1.0,6.9,27.211111,33.866667,4.334496,1.0,6.866667,-3.966667,1
L_G20_PSI10_V001_W0025,L_G20_PSI10_V001,25,29.1,33.0,2.998148,1.0,5.3,8.988889,32.3,4.7474,1.0,7.1,-3.2,1
L_G20_PSI10_V001_W0026,L_G20_PSI10_V001,26,29.4,33.0,3.533962,1.0,6.0,12.488889,29.5,3.795208,1.0,5.9,-0.1,1
L_G20_PSI10_V001_W0027,L_G20_PSI10_V001,27,33.2,38.0,2.740641,1.0,6.2,7.511111,29.466667,3.916179,1.0,6.066667,3.733333,1
L_G20_PSI10_V001_W0028,L_G20_PSI10_V001,28,33.7,42.0,3.465705,1.0,6.6,12.011111,30.566667,3.090917,1.0,5.833333,3.133333,1
L_G20_PSI10_V001_W0029,L_G20_PSI10_V001,29,18.2,27.0,6.014797,1.0,5.8,36.177778,32.1,3.246769,1.0,6.266667,-13.9,1
L_G20_PSI10_V001_W0030,L_G20_PSI10_V001,30,11.0,14.0,1.943651,1.0,6.0,3.777778,28.366667,4.073714,1.0,6.2,-17.366667,1
L_G20_PSI10_V001_W0031,L_G20_PSI10_V001,31,5.2,7.0,1.988858,1.0,3.5,3.955556,20.966667,3.808051,1.0,6.133333,-15.766667,1
L_G20_PSI10_V001_W0032,L_G20_PSI10_V001,32,0.2,2.0,0.632456,0.1,1.1,0.4,11.466667,3.315768,1.0,5.1,-11.266667,0
L_G20_PSI10_V001_W0034,L_G20_PSI10_V001,34,0.2,2.0,0.632456,0.1,1.1,0.4,1.8,0.873771,0.366667,1.866667,-1.6,0
L_G20_PSI14_V001_W0003,L_G20_PSI14_V001,3,0.2,2.0,0.632456,0.1,1.1,0.4,0.0,0.0,0.0,0.0,0.2,0
L_G20_PSI14_V001_W0004,L_G20_PSI14_V001,4,3.8,6.0,1.619328,1.0,2.5,2.622222,0.066667,0.210819,0.033333,1.033333,3.733333,0
L_G20_PSI14_V001_W0005,L_G20_PSI14_V001,5,11.9,22.0,4.794673,1.0,4.1,22.988889,1.333333,0.750594,0.366667,1.533333,10.566667,1
L_G20_PSI14_V001_W0006,L_G20_PSI14_V001,6,31.9,42.0,7.460265,1.0,4.3,55.655556,5.3,2.348819,0.7,2.566667,26.6,1
L_G20_PSI14_V001_W0007,L_G20_PSI14_V001,7,26.1,35.0,4.508018,1.0,6.3,20.322222,15.866667,4.624755,1.0,3.633333,10.233333,1
L_G20_PSI14_V001_W0008,L_G20_PSI14_V001,8,32.1,39.0,4.121758,1.0,5.4,16.988889,23.3,5.587652,1.0,4.9,8.8,1
L_G20_PSI14_V001_W0009,L_G20_PSI14_V001,9,35.8,45.0,4.685676,1.0,5.7,21.955556,30.033333,5.363347,1.0,5.333333,5.766667,1
L_G20_PSI14_V001_W0010,L_G20_PSI14_V001,10,46.2,54.0,3.735714,1.0,6.9,13.955556,31.333333,4.438484,1.0,5.8,14.866667,1
L_G20_PSI14_V001_W0011,L_G20_PSI14_V001,11,42.7,50.0,4.522782,1.0,6.5,20.455556,38.033333,4.181049,1.0,6.0,4.666667,1
L_G20_PSI14_V001_W0012,L_G20_PSI14_V001,12,33.4,42.0,4.273952,1.0,6.3,18.266667,41.566667,4.314724,1.0,6.366667,-8.166667,1
L_G20_PSI14_V001_W0013,L_G20_PSI14_V001,13,35.9,46.0,4.332051,1.0,8.0,18.766667,40.766667,4.177482,1.0,6.566667,-4.866667,1
L_G20_PSI14_V001_W0014,L_G20_PSI14_V001,14,33.7,37.0,2.830391,1.0,7.4,8.011111,37.333333,4.376262,1.0,6.933333,-3.633333,1
L_G20_PSI14_V001_W0015,L_G20_PSI14_V001,15,39.4,46.0,4.742245,1.0,6.7,22.488889,34.333333,3.812131,1.0,7.233333,5.066667,1
L_G20_PSI14_V001_W0016,L_G20_PSI14_V001,16,41.9,53.0,5.546771,1.0,5.1,30.766667,36.333333,3.968229,1.0,7.366667,5.566667,1
L_G20_PSI14_V001_W0017,L_G20_PSI14_V001,17,43.0,52.0,6.480741,1.0,5.3,42.0,38.333333,4.373136,1.0,6.4,4.666667,1
L_G20_PSI14_V001_W0018,L_G20_PSI14_V001,18,43.6,49.0,4.971027,1.0,6.9,24.711111,41.433333,5.589919,1.0,5.7,2.166667,1
L_G20_PSI14_V001_W0019,L_G20_PSI14_V001,19,37.4,47.0,5.295701,1.0,7.4,28.044444,42.833333,5.66618,1.0,5.766667,-5.433333,1
L_G20_PSI14_V001_W0020,L_G20_PSI14_V001,20,38.5,46.0,5.602579,1.0,7.5,31.388889,41.333333,5.582489,1.0,6.533333,-2.833333,1
L_G20_PSI14_V001_W0021,L_G20_PSI14_V001,21,40.7,47.0,3.335,1.0,6.1,11.122222,39.833333,5.289769,1.0,7.266667,0.866667,1
L_G20_PSI14_V001_W0022,L_G20_PSI14_V001,22,48.7,57.0,5.96378,1.0,5.7,35.566667,38.866667,4.744426,1.0,7.0,9.833333,1
L_G20_PSI14_V001_W0023,L_G20_PSI14_V001,23,43.4,57.0,8.97156,1.0,6.4,80.488889,42.633333,4.967119,1.0,6.433333,0.766667,1
L_G20_PSI14_V001_W0024,L_G20_PSI14_V001,24,38.4,45.0,4.033196,1.0,6.6,16.266667,44.266667,6.090113,1.0,6.066667,-5.866667,1
L_G20_PSI14_V001_W0025,L_G20_PSI14_V001,25,26.9,33.0,4.228212,1.0,7.6,17.877778,43.5,6.322845,1.0,6.233333,-16.6,1
L_G20_PSI14_V001_W0026,L_G20_PSI14_V001,26,11.9,17.0,2.601282,1.0,5.8,6.766667,36.233333,5.744323,1.0,6.866667,-24.333333,1
L_G20_PSI14_V001_W0027,L_G20_PSI14_V001,27,5.6,8.0,2.065591,1.0,4.5,4.266667,25.733333,3.620896,1.0,6.666667,-20.133333,1
L_G20_PSI14_V001_W0028,L_G20_PSI14_V001,28,0.8,3.0,1.316561,0.3,1.4,1.733333,14.8,2.965028,1.0,5.966667,-14.0,0
L_G20_PSI14_V001_W0029,L_G20_PSI14_V001,29,0.2,2.0,0.632456,0.1,1.1,0.4,6.1,1.994478,0.766667,3.9,-5.9,0
L_G20_PSI14_V001_W0031,L_G20_PSI14_V001,31,0.2,2.0,0.632456,0.1,1.0,0.4,0.333333,0.649672,0.133333,1.166667,-0.133333,0
L_G20_PSI14_V001_W0032,L_G20_PSI14_V001,32,0.2,2.0,0.632456,0.1,1.1,0.4,0.133333,0.421637,0.066667,1.033333,0.066667,0
L_G20_PSI18_V001_W0003,L_G20_PSI18_V001,3,2.2,5.0,2.149935,0.6,2.1,4.622222,0.0,0.0,0.0,0.0,2.2,0
L_G20_PSI18_V001_W0004,L_G20_PSI18_V001,4,13.2,25.0,7.223419,1.0,4.3,52.177778,0.733333,0.716645,0.2,1.366667,12.466667,1
L_G20_PSI18_V001_W0005,L_G20_PSI18_V001,5,27.6,36.0,5.168279,1.0,6.5,26.711111,5.133333,3.124451,0.533333,2.466667,22.466667,1
L_G20_PSI18_V001_W0006,L_G20_PSI18_V001,6,36.4,43.0,4.376706,1.0,7.7,19.155556,14.333333,4.847211,0.866667,4.3,22.066667,1
L_G20_PSI18_V001_W0007,L_G20_PSI18_V001,7,38.3,48.0,5.250397,1.0,6.9,27.566667,25.733333,5.589468,1.0,6.166667,12.566667,1
L_G20_PSI18_V001_W0008,L_G20_PSI18_V001,8,40.9,44.0,3.247221,1.0,6.3,10.544444,34.1,4.931794,1.0,7.033333,6.8,1
L_G20_PSI18_V001_W0009,L_G20_PSI18_V001,9,41.3,48.0,5.012207,1.0,6.4,25.122222,38.533333,4.291441,1.0,6.966667,2.766667,1
L_G20_PSI18_V001_W0010,L_G20_PSI18_V001,10,43.4,53.0,5.621388,1.0,6.2,31.6,40.166667,4.503275,1.0,6.533333,3.233333,1
L_G20_PSI18_V001_W0011,L_G20_PSI18_V001,11,37.6,45.0,4.599517,1.0,6.1,21.155556,41.866667,4.626939,1.0,6.3,-4.266667,1
L_G20_PSI18_V001_W0012,L_G20_PSI18_V001,12,41.7,48.0,4.785394,1.0,6.3,22.9,40.766667,5.077704,1.0,6.233333,0.933333,1
L_G20_PSI18_V001_W0013,L_G20_PSI18_V001,13,40.9,51.0,5.15213,1.0,6.0,26.544444,40.9,5.0021,1.0,6.2,-0.0,1
L_G20_PSI18_V001_W0014,L_G20_PSI18_V001,14,37.5,45.0,4.719934,1.0,6.6,22.277778,40.066667,4.84568,1.0,6.133333,-2.566667,1
L_G20_PSI18_V001_W0015,L_G20_PSI18_V001,15,41.8,51.0,6.106463,1.0,4.9,37.288889,40.033333,4.88582,1.0,6.3,1.766667,1
L_G20_PSI18_V001_W0016,L_G20_PSI18_V001,16,37.3,49.0,5.437524,1.0,5.9,29.566667,40.066667,5.326176,1.0,5.833333,-2.766667,1
L_G20_PSI18_V001_W0017,L_G20_PSI18_V001,17,42.4,54.0,5.985167,1.0,6.0,35.822222,38.866667,5.421307,1.0,5.8,3.533333,1
L_G20_PSI18_V001_W0018,L_G20_PSI18_V001,18,40.4,51.0,5.25357,1.0,6.2,27.6,40.5,5.843051,1.0,5.6,-0.1,1
L_G20_PSI18_V001_W0019,L_G20_PSI18_V001,19,39.2,50.0,5.769652,1.0,6.8,33.288889,40.033333,5.558754,1.0,6.033333,-0.833333,1
L_G20_PSI18_V001_W0020,L_G20_PSI18_V001,20,39.6,53.0,5.561774,1.0,5.9,30.933333,40.666667,5.669463,1.0,6.333333,-1.066667,1
L_G20_PSI18_V001_W0021,L_G20_PSI18_V001,21,46.0,59.0,6.073622,1.0,6.2,36.888889,39.733333,5.528332,1.0,6.3,6.266667,1
L_G20_PSI18_V001_W0022,L_G20_PSI18_V001,22,45.4,54.0,6.095536,1.0,6.3,37.155556,41.6,5.801683,1.0,6.3,3.8,1
L_G20_PSI18_V001_W0023,L_G20_PSI18_V001,23,51.9,64.0,7.795298,1.0,5.2,60.766667,43.666667,5.910311,1.0,6.133333,8.233333,1
L_G20_PSI18_V001_W0024,L_G20_PSI18_V001,24,49.3,56.0,7.288499,1.0,5.1,53.122222,47.766667,6.654819,1.0,5.9,1.533333,1
L_G20_PSI18_V001_W0025,L_G20_PSI18_V001,25,35.5,41.0,4.034573,1.0,5.2,16.277778,48.866667,7.059778,1.0,5.533333,-13.366667,1
L_G20_PSI18_V001_W0026,L_G20_PSI18_V001,26,28.5,33.0,3.24037,1.0,6.1,10.5,45.566667,6.37279,1.0,5.166667,-17.066667,1
L_G20_PSI18_V001_W0027,L_G20_PSI18_V001,27,15.1,20.0,3.510302,1.0,5.2,12.322222,37.766667,4.854481,1.0,5.466667,-22.666667,1
L_G20_PSI18_V001_W0028,L_G20_PSI18_V001,28,5.3,9.0,2.110819,1.0,3.4,4.455556,26.366667,3.595082,1.0,5.5,-21.066667,1
L_G20_PSI18_V001_W0029,L_G20_PSI18_V001,29,0.6,2.0,0.966092,0.3,1.0,0.933333,16.3,2.95383,1.0,4.9,-15.7,0
L_G20_PSI18_V001_W0031,L_G20_PSI18_V001,31,0.2,2.0,0.632456,0.1,1.1,0.4,1.966667,1.025637,0.433333,1.8,-1.766667,0
L_G20_PSI18_V001_W0032,L_G20_PSI18_V001,32,0.2,2.0,0.632456,0.1,1.1,0.4,0.266667,0.532849,0.133333,1.033333,-0.066667,0
L_G20_PSI22_V001_W0002,L_G20_PSI22_V001,2,0.4,2.0,0.843274,0.2,1.2,0.711111,0.0,0.0,0.0,0.0,0.4,0
L_G20_PSI22_V001_W0003,L_G20_PSI22_V001,3,4.1,7.0,2.601282,0.8,3.0,6.766667,0.133333,0.281091,0.066667,1.066667,3.966667,0
L_G20_PSI22_V001_W0004,L_G20_PSI22_V001,4,16.0,35.0,9.249625,1.0,4.5,85.555556,1.5,1.148185,0.333333,1.733333,14.5,1
L_G20_PSI22_V001_W0005,L_G20_PSI22_V001,5,30.7,41.0,6.290204,1.0,6.5,39.566667,6.833333,4.231393,0.666667,2.9,23.866667,1
L_G20_PSI22_V001_W0006,L_G20_PSI22_V001,6,43.9,52.0,4.012481,1.0,6.9,16.1,16.933333,6.047037,0.933333,4.666667,26.966667,1
L_G20_PSI22_V001_W0007,L_G20_PSI22_V001,7,38.6,47.0,5.103376,1.0,8.5,26.044444,30.2,6.517436,1.0,5.966667,8.4,1
L_G20_PSI22_V001_W0008,L_G20_PSI22_V001,8,45.9,53.0,4.886489,1.0,9.7,23.877778,37.733333,5.135353,1.0,7.3,8.166667,1
L_G20_PSI22_V001_W0009,L_G20_PSI22_V001,9,46.7,50.0,2.750757,1.0,7.6,7.566667,42.8,4.667449,1.0,8.366667,3.9,1
L_G20_PSI22_V001_W0010,L_G20_PSI22_V001,10,50.0,63.0,5.676462,1.0,7.5,32.222222,43.733333,4.246874,1.0,8.6,6.266667,1
L_G20_PSI22_V001_W0011,L_G20_PSI22_V001,11,39.9,47.0,5.546771,1.0,8.2,30.766667,47.533333,4.437903,1.0,8.266667,-7.633333,1
L_G20_PSI22_V001_W0012,L_G20_PSI22_V001,12,50.9,57.0,4.357624,1.0,9.0,18.988889,45.533333,4.657997,1.0,7.766667,5.366667,1
L_G20_PSI22_V001_W0013,L_G20_PSI22_V001,13,46.9,58.0,5.506562,1.0,7.6,30.322222,46.933333,5.193619,1.0,8.233333,-0.033333,1
L_G20_PSI22_V001_W0014,L_G20_PSI22_V001,14,44.0,51.0,5.333333,1.0,7.8,28.444444,45.9,5.136986,1.0,8.266667,-1.9,1
L_G20_PSI22_V001_W0015,L_G20_PSI22_V001,15,48.5,52.0,3.205897,1.0,8.2,10.277778,47.266667,5.06584,1.0,8.133333,1.233333,1
L_G20_PSI22_V001_W0016,L_G20_PSI22_V001,16,44.3,48.0,2.451757,1.0,6.4,6.011111,46.466667,4.681931,1.0,7.866667,-2.166667,1
L_G20_PSI22_V001_W0017,L_G20_PSI22_V001,17,44.7,53.0,5.945119,1.0,8.6,35.344444,45.6,3.663662,1.0,7.466667,-0.9,1
L_G20_PSI22_V001_W0018,L_G20_PSI22_V001,18,47.4,53.0,3.565265,1.0,10.3,12.711111,45.833333,3.867591,1.0,7.733333,1.566667,1
L_G20_PSI22_V001_W0019,L_G20_PSI22_V001,19,47.0,53.0,4.21637,1.0,8.3,17.777778,45.466667,3.98738,1.0,8.433333,1.533333,1
L_G20_PSI22_V001_W0020,L_G20_PSI22_V001,20,42.7,49.0,4.029061,1.0,9.0,16.233333,46.366667,4.575585,1.0,9.066667,-3.666667,1
L_G20_PSI22_V001_W0021,L_G20_PSI22_V001,21,47.5,55.0,5.46199,1.0,10.0,29.833333,45.7,3.936899,1.0,9.2,1.8,1
L_G20_PSI22_V001_W0022,L_G20_PSI22_V001,22,40.8,49.0,4.467164,1.0,6.4,19.955556,45.733333,4.56914,1.0,9.1,-4.933333,1
L_G20_PSI22_V001_W0023,L_G20_PSI22_V001,23,44.8,53.0,4.366539,1.0,6.5,19.066667,43.666667,4.652738,1.0,8.466667,1.133333,1
L_G20_PSI22_V001_W0024,L_G20_PSI22_V001,24,40.5,47.0,5.275731,1.0,6.6,27.833333,44.366667,4.765231,1.0,7.633333,-3.866667,1
L_G20_PSI22_V001_W0025,L_G20_PSI22_V001,25,24.6,33.0,8.208397,1.0,6.4,67.377778,42.033333,4.703145,1.0,6.5,-17.433333,1
L_G20_PSI22_V001_W0026,L_G20_PSI22_V001,26,7.6,12.0,2.836273,1.0,3.8,8.044444,36.633333,5.950222,1.0,6.5,-29.033333,1
L_G20_PSI22_V001_W0027,L_G20_PSI22_V001,27,2.4,4.0,1.074968,0.9,1.8,1.155556,24.233333,5.440133,1.0,5.6,-21.833333,0
L_G20_PSI22_V001_W0028,L_G20_PSI22_V001,28,1.0,3.0,1.333333,0.4,1.2,1.777778,11.533333,4.039879,0.966667,4.0,-10.533333,0
L_G20_PSI22_V001_W0029,L_G20_PSI22_V001,29,0.2,2.0,0.632456,0.1,1.1,0.4,3.666667,1.748191,0.766667,2.266667,-3.466667,0
L_G20_PSI26_V001_W0002,L_G20_PSI26_V001,2,0.2,2.0,0.632456,0.1,1.1,0.4,0.0,0.0,0.0,0.0,0.2,0
L_G20_PSI26_V001_W0003,L_G20_PSI26_V001,3,3.8,8.0,2.820559,0.7,3.4,7.955556,0.066667,0.210819,0.033333,1.033333,3.733333,1
L_G20_PSI26_V001_W0004,L_G20_PSI26_V001,4,9.9,17.0,4.306326,1.0,4.1,18.544444,1.333333,1.151005,0.266667,1.833333,8.566667,1
L_G20_PSI26_V001_W0005,L_G20_PSI26_V001,5,26.4,34.0,6.113737,1.0,5.2,37.377778,4.633333,2.586447,0.6,2.866667,21.766667,1
L_G20_PSI26_V001_W0006,L_G20_PSI26_V001,6,34.4,44.0,6.60303,1.0,4.7,43.6,13.366667,4.413541,0.9,4.233333,21.033333,1
L_G20_PSI26_V001_W0007,L_G20_PSI26_V001,7,42.3,49.0,4.001389,1.0,5.5,16.011111,23.566667,5.674364,1.0,4.666667,18.733333,1
L_G20_PSI26_V001_W0008,L_G20_PSI26_V001,8,33.2,41.0,4.131182,1.0,4.6,17.066667,34.366667,5.572718,1.0,5.133333,-1.166667,1
L_G20_PSI26_V001_W0009,L_G20_PSI26_V001,9,44.5,55.0,6.114645,1.0,5.5,37.388889,36.633333,4.911867,1.0,4.933333,7.866667,1
L_G20_PSI26_V001_W0010,L_G20_PSI26_V001,10,39.9,45.0,3.784471,1.0,5.8,14.322222,40.0,4.749072,1.0,5.2,-0.1,1
L_G20_PSI26_V001_W0011,L_G20_PSI26_V001,11,36.0,46.0,5.773503,1.0,7.8,33.333333,39.2,4.676766,1.0,5.3,-3.2,1
L_G20_PSI26_V001_W0012,L_G20_PSI26_V001,12,36.5,43.0,5.582711,1.0,7.9,31.166667,40.133333,5.224206,1.0,6.366667,-3.633333,1
L_G20_PSI26_V001_W0013,L_G20_PSI26_V001,13,38.1,46.0,4.175324,1.0,7.0,17.433333,37.466667,5.046895,1.0,7.166667,0.633333,1
L_G20_PSI26_V001_W0014,L_G20_PSI26_V001,14,42.4,55.0,5.947922,1.0,5.5,35.377778,36.866667,5.177179,1.0,7.566667,5.533333,1
L_G20_PSI26_V001_W0015,L_G20_PSI26_V001,15,47.0,53.0,6.683313,1.0,7.0,44.666667,39.0,5.235319,1.0,6.8,8.0,1
L_G20_PSI26_V001_W0016,L_G20_PSI26_V001,16,47.3,58.0,5.034327,1.0,8.6,25.344444,42.5,5.602186,1.0,6.5,4.8,1
L_G20_PSI26_V001_W0017,L_G20_PSI26_V001,17,38.5,43.0,3.205897,1.0,8.0,10.277778,45.566667,5.88852,1.0,7.033333,-7.066667,1
L_G20_PSI26_V001_W0018,L_G20_PSI26_V001,18,37.5,43.0,4.116363,1.0,8.1,16.944444,44.266667,4.974512,1.0,7.866667,-6.766667,1
L_G20_PSI26_V001_W0019,L_G20_PSI26_V001,19,44.5,49.0,3.836955,1.0,5.5,14.722222,41.1,4.118862,1.0,8.233333,3.4,1
L_G20_PSI26_V001_W0020,L_G20_PSI26_V001,20,42.6,49.0,4.376706,1.0,6.5,19.155556,40.166667,3.719738,1.0,7.2,2.433333,1
L_G20_PSI26_V001_W0021,L_G20_PSI26_V001,21,46.1,58.0,5.801341,1.0,6.4,33.655556,41.533333,4.110008,1.0,6.7,4.566667,1
L_G20_PSI26_V001_W0022,L_G20_PSI26_V001,22,44.2,48.0,6.285786,1.0,6.4,39.511111,44.4,4.671667,1.0,6.133333,-0.2,1
L_G20_PSI26_V001_W0023,L_G20_PSI26_V001,23,49.4,55.0,3.717825,1.0,5.9,13.822222,44.3,5.487944,1.0,6.433333,5.1,1
L_G20_PSI26_V001_W0024,L_G20_PSI26_V001,24,45.5,52.0,6.078194,1.0,6.3,36.944444,46.566667,5.268317,1.0,6.233333,-1.066667,1
L_G20_PSI26_V001_W0025,L_G20_PSI26_V001,25,38.7,47.0,5.45792,1.0,5.0,29.788889,46.366667,5.360602,1.0,6.2,-7.666667,1
L_G20_PSI26_V001_W0026,L_G20_PSI26_V001,26,26.0,32.0,5.228129,1.0,5.5,27.333333,44.533333,5.084646,1.0,5.733333,-18.533333,1
L_G20_PSI26_V001_W0027,L_G20_PSI26_V001,27,12.6,19.0,3.438346,1.0,5.0,11.822222,36.733333,5.588081,1.0,5.6,-24.133333,1
L_G20_PSI26_V001_W0028,L_G20_PSI26_V001,28,2.8,6.0,2.250926,0.7,2.3,5.066667,25.766667,4.708132,1.0,5.166667,-22.966667,1
L_G20_PSI26_V001_W0029,L_G20_PSI26_V001,29,0.6,2.0,0.966092,0.3,1.3,0.933333,13.8,3.639134,0.9,4.266667,-13.2,0
L_G20_PSI26_V001_W0030,L_G20_PSI26_V001,30,0.2,2.0,0.632456,0.1,1.1,0.4,5.333333,2.218454,0.666667,2.866667,-5.133333,0
L_G20_PSI26_V001_W0031,L_G20_PSI26_V001,31,0.2,2.0,0.632456,0.1,1.1,0.4,1.2,1.283158,0.366667,1.566667,-1.0,0
L_G20_PSI26_V001_W0032,L_G20_PSI26_V001,32,0.2,2.0,0.632456,0.1,1.1,0.4,0.333333,0.743668,0.166667,1.166667,-0.133333,0
L_G20_PSI30_V001_W0000,L_G20_PSI30_V001,0,0.2,2.0,0.632456,0.1,1.1,0.4,0.0,0.0,0.0,0.0,0.2,0
L_G20_PSI30_V001_W0003,L_G20_PSI30_V001,3,0.2,2.0,0.632456,0.1,1.1,0.4,0.066667,0.210819,0.033333,1.033333,0.133333,0
L_G20_PSI30_V001_W0004,L_G20_PSI30_V001,4,1.8,5.0,1.813529,0.6,2.2,3.288889,0.066667,0.210819,0.033333,1.033333,1.733333,0
L_G20_PSI30_V001_W0005,L_G20_PSI30_V001,5,11.4,18.0,6.058969,1.0,4.0,36.711111,0.666667,0.815328,0.233333,1.433333,10.733333,1
L_G20_PSI30_V001_W0006,L_G20_PSI30_V001,6,29.1,43.0,9.109824,1.0,5.2,82.988889,4.466667,2.834985,0.566667,2.433333,24.633333,1
L_G20_PSI30_V001_W0007,L_G20_PSI30_V001,7,43.7,54.0,5.907622,1.0,4.5,34.9,14.1,5.660774,0.866667,3.8,29.6,1
L_G20_PSI30_V001_W0008,L_G20_PSI30_V001,8,48.3,60.0,5.831905,1.0,7.5,34.011111,28.066667,7.025472,1.0,4.566667,20.233333,1
L_G20_PSI30_V001_W0009,L_G20_PSI30_V001,9,47.6,52.0,3.062316,1.0,6.1,9.377778,40.366667,6.949784,1.0,5.733333,7.233333,1
L_G20_PSI30_V001_W0010,L_G20_PSI30_V001,10,46.8,51.0,2.20101,1.0,8.0,4.844444,46.533333,4.933948,1.0,6.033333,0.266667,1
L_G20_PSI30_V001_W0011,L_G20_PSI30_V001,11,44.8,52.0,4.565572,1.0,10.6,20.844444,47.566667,3.69841,1.0,7.2,-2.766667,1
L_G20_PSI30_V001_W0012,L_G20_PSI30_V001,12,39.4,47.0,4.857983,1.0,8.3,23.6,46.4,3.276299,1.0,8.233333,-7.0,1
L_G20_PSI30_V001_W0013,L_G20_PSI30_V001,13,50.2,64.0,7.067924,1.0,10.6,49.955556,43.666667,3.874855,1.0,8.966667,6.533333,1
L_G20_PSI30_V001_W0014,L_G20_PSI30_V001,14,42.7,54.0,6.219146,1.0,11.4,38.677778,44.8,5.49716,1.0,9.833333,-2.1,1
L_G20_PSI30_V001_W0015,L_G20_PSI30_V001,15,42.5,50.0,4.859127,1.0,7.8,23.611111,44.1,6.048351,1.0,10.1,-1.6,1
L_G20_PSI30_V001_W0016,L_G20_PSI30_V001,16,47.3,55.0,4.24395,1.0,9.8,18.011111,45.133333,6.048732,1.0,9.933333,2.166667,1
L_G20_PSI30_V001_W0017,L_G20_PSI30_V001,17,47.9,59.0,6.367452,1.0,8.8,40.544444,44.166667,5.107408,1.0,9.666667,3.733333,1
L_G20_PSI30_V001_W0018,L_G20_PSI30_V001,18,48.3,53.0,4.001389,1.0,8.4,16.011111,45.9,5.156843,1.0,8.8,2.4,1
L_G20_PSI30_V001_W0019,L_G20_PSI30_V001,19,48.4,53.0,3.627059,1.0,8.4,13.155556,47.833333,4.87093,1.0,9.0,0.566667,1
L_G20_PSI30_V001_W0020,L_G20_PSI30_V001,20,43.8,49.0,3.489667,1.0,9.4,12.177778,48.2,4.6653,1.0,8.533333,-4.4,1
L_G20_PSI30_V001_W0021,L_G20_PSI30_V001,21,44.8,54.0,6.811755,1.0,9.2,46.4,46.833333,3.706038,1.0,8.733333,-2.033333,1
L_G20_PSI30_V001_W0022,L_G20_PSI30_V001,22,44.2,50.0,2.898275,1.0,7.4,8.4,45.666667,4.642827,1.0,9.0,-1.466667,1
L_G20_PSI30_V001_W0023,L_G20_PSI30_V001,23,41.1,50.0,4.863698,1.0,5.2,23.655556,44.266667,4.399899,1.0,8.666667,-3.166667,1
L_G20_PSI30_V001_W0024,L_G20_PSI30_V001,24,41.7,48.0,2.750757,1.0,5.2,7.566667,43.366667,4.857909,1.0,7.266667,-1.666667,1
L_G20_PSI30_V001_W0025,L_G20_PSI30_V001,25,34.4,40.0,4.273952,1.0,6.6,18.266667,42.333333,3.504244,1.0,5.933333,-7.933333,1
L_G20_PSI30_V001_W0026,L_G20_PSI30_V001,26,25.0,33.0,5.517648,1.0,8.7,30.444444,39.066667,3.962802,1.0,5.666667,-14.066667,1
L_G20_PSI30_V001_W0027,L_G20_PSI30_V001,27,14.2,19.0,3.047768,1.0,6.5,9.288889,33.7,4.180786,1.0,6.833333,-19.5,1
L_G20_PSI30_V001_W0028,L_G20_PSI30_V001,28,5.7,8.0,1.251666,1.0,5.1,1.566667,24.533333,4.279789,1.0,7.266667,-18.833333,1
L_G20_PSI30_V001_W0029,L_G20_PSI30_V001,29,1.8,5.0,1.813529,0.6,1.8,3.288889,14.966667,3.272361,1.0,6.766667,-13.166667,0
L_G20_PSI05_V001_W0002,L_G20_PSI05_V001,2,0.2,2.0,0.632456,0.1,1.1,0.4,0.0,0.0,0.0,0.0,0.2,0
L_G20_PSI05_V001_W0003,L_G20_PSI05_V001,3,4.4,11.0,3.864367,0.7,3.8,14.933333,0.066667,0.210819,0.033333,1.033333,4.333333,1
L_G20_PSI05_V001_W0004,L_G20_PSI05_V001,4,9.1,17.0,3.541814,1.0,4.4,12.544444,1.533333,1.498941,0.266667,1.966667,7.566667,1
