sample_id,source_video_id,window_id,mean_bubble_count,max_bubble_count,std_bubble_count,continuity_ratio,mean_vertical_chain,temporal_variance,prev3_mean_bubble_count,prev3_std_bubble_count,prev3_continuity_ratio,prev3_mean_vertical_chain,leak_evolution,label
L_G12_PSI05_V001_W0039,L_G12_PSI05_V001,39,1.2,2.0,1.032796,0.6,1.6,1.066667,2.533333,1.612638,0.8,2.166667,-1.333333,0
L_G14_PSI10_V001_W0000,L_G14_PSI10_V001,0,1.3,3.0,1.418136,0.5,1.8,2.011111,0.0,0.0,0.0,0.0,1.3,0
L_G14_PSI10_V001_W0001,L_G14_PSI10_V001,1,1.5,3.0,1.354006,0.6,1.9,1.833333,1.3,1.418136,0.5,1.8,0.2,0
L_G14_PSI10_V001_W0002,L_G14_PSI10_V001,2,2.2,4.0,1.316561,0.8,2.4,1.733333,1.4,1.386071,0.55,1.85,0.8,0
L_G14_PSI10_V001_W0003,L_G14_PSI10_V001,3,3.6,9.0,3.098387,0.8,3.8,9.6,1.666667,1.362901,0.633333,2.033333,1.933333,1
L_G14_PSI10_V001_W0004,L_G14_PSI10_V001,4,7.7,12.0,3.683296,1.0,4.3,13.566667,2.433333,1.922985,0.733333,2.7,5.266667,1
L_G14_PSI10_V001_W0005,L_G14_PSI10_V001,5,17.6,30.0,5.853774,1.0,5.2,34.266667,4.5,2.699414,0.866667,3.5,13.1,1
L_G14_PSI10_V001_W0006,L_G14_PSI10_V001,6,26.7,34.0,4.6916,1.0,6.0,22.011111,9.633333,4.211819,0.933333,4.433333,17.066667,1
L_G14_PSI10_V001_W0007,L_G14_PSI10_V001,7,16.8,25.0,5.865151,1.0,4.6,34.4,17.333333,4.74289,1.0,5.166667,-0.533333,1
L_G14_PSI10_V001_W0008,L_G14_PSI10_V001,8,16.9,23.0,4.557046,1.0,5.8,20.766667,20.366667,5.470175,1.0,5.266667,-3.466667,1
L_G14_PSI10_V001_W0009,L_G14_PSI10_V001,9,16.2,19.0,2.740641,1.0,7.3,7.511111,20.133333,5.037932,1.0,5.466667,-3.933333,1
L_G14_PSI10_V001_W0010,L_G14_PSI10_V001,10,20.9,30.0,4.581363,1.0,6.2,20.988889,16.633333,4.387613,1.0,5.9,4.266667,1
L_G14_PSI10_V001_W0011,L_G14_PSI10_V001,11,16.8,25.0,4.894441,1.0,5.3,23.955556,18.0,3.959683,1.0,6.433333,-1.2,1
L_G14_PSI10_V001_W0012,L_G14_PSI10_V001,12,23.5,36.0,6.114645,1.0,5.8,37.388889,17.966667,4.072148,1.0,6.266667,5.533333,1
L_G14_PSI10_V001_W0013,L_G14_PSI10_V001,13,26.7,36.0,4.808557,1.0,7.1,23.122222,20.4,5.196817,1.0,5.766667,6.3,1
L_G14_PSI10_V001_W0014,L_G14_PSI10_V001,14,21.7,31.0,4.98999,1.0,5.1,24.9,22.333333,5.272548,1.0,6.066667,-0.633333,1
L_G14_PSI10_V001_W0015,L_G14_PSI10_V001,15,18.1,27.0,5.021067,1.0,5.8,25.211111,23.966667,5.304398,1.0,6.0,-5.866667,1
L_G14_PSI10_V001_W0016,L_G14_PSI10_V001,16,17.0,24.0,5.312459,1.0,5.6,28.222222,22.166667,4.939871,1.0,6.0,-5.166667,1
L_G14_PSI10_V001_W0017,L_G14_PSI10_V001,17,23.7,31.0,4.164666,1.0,5.4,17.344444,18.933333,5.107839,1.0,5.5,4.766667,1
L_G14_PSI10_V001_W0018,L_G14_PSI10_V001,18,21.2,29.0,5.82714,1.0,6.6,33.955556,19.6,4.832731,1.0,5.6,1.6,1
L_G14_PSI10_V001_W0019,L_G14_PSI10_V001,19,24.1,34.0,6.026792,1.0,6.8,36.322222,20.633333,5.101422,1.0,5.866667,3.466667,1
L_G14_PSI10_V001_W0020,L_G14_PSI10_V001,20,24.6,30.0,4.273952,1.0,6.7,18.266667,23.0,5.339533,1.0,6.266667,1.6,1
L_G14_PSI10_V001_W0021,L_G14_PSI10_V001,21,18.2,24.0,3.735714,1.0,5.4,13.955556,23.3,5.375961,1.0,6.7,-5.1,1
L_G14_PSI10_V001_W0022,L_G14_PSI10_V001,22,13.3,20.0,5.558777,1.0,4.7,30.9,22.3,4.678819,1.0,6.3,-9.0,1
L_G14_PSI10_V001_W0023,L_G14_PSI10_V001,23,3.4,5.0,1.074968,1.0,1.9,1.155556,18.7,4.522814,1.0,5.6,-15.3,0
L_G14_PSI10_V001_W0024,L_G14_PSI10_V001,24,1.2,2.0,1.032796,0.6,1.6,1.066667,11.633333,3.456486,1.0,4.0,-10.433333,0
L_G14_PSI10_V001_W0025,L_G14_PSI10_V001,25,1.2,3.0,1.316561,0.5,1.6,1.733333,5.966667,2.555513,0.866667,2.733333,-4.766667,0
L_G14_PSI10_V001_W0026,L_G14_PSI10_V001,26,1.3,3.0,1.159502,0.6,1.7,1.344444,1.933333,1.141441,0.7,1.7,-0.633333,0
L_G14_PSI14_V001_W0000,L_G14_PSI14_V001,0,2.0,4.0,1.247219,0.8,2.2,1.555556,0.0,0.0,0.0,0.0,2.0,0
L_G14_PSI14_V001_W0001,L_G14_PSI14_V001,1,2.3,3.0,0.948683,0.9,2.4,0.9,2.0,1.247219,0.8,2.2,0.3,0
L_G14_PSI14_V001_W0002,L_G14_PSI14_V001,2,1.9,3.0,1.100505,0.8,2.1,1.211111,2.15,1.097951,0.85,2.3,-0.25,0
L_G14_PSI14_V001_W0003,L_G14_PSI14_V001,3,2.0,4.0,1.563472,0.7,2.3,2.444444,2.066667,1.098802,0.833333,2.233333,-0.066667,0
L_G14_PSI14_V001_W0004,L_G14_PSI14_V001,4,8.8,12.0,3.32666,1.0,5.3,11.066667,2.066667,1.20422,0.8,2.266667,6.733333,1
L_G14_PSI14_V001_W0005,L_G14_PSI14_V001,5,14.1,27.0,5.586691,1.0,4.3,31.211111,4.233333,1.996879,0.833333,3.233333,9.866667,1
L_G14_PSI14_V001_W0006,L_G14_PSI14_V001,6,27.4,35.0,3.949684,1.0,4.9,15.6,8.3,3.492274,0.9,3.966667,19.1,1
L_G14_PSI14_V001_W0007,L_G14_PSI14_V001,7,34.4,42.0,4.273952,1.0,4.9,18.266667,16.766667,4.287678,1.0,4.833333,17.633333,1
L_G14_PSI14_V001_W0008,L_G14_PSI14_V001,8,31.0,40.0,4.876246,1.0,7.7,23.777778,25.3,4.603442,1.0,4.7,5.7,1
L_G14_PSI14_V001_W0009,L_G14_PSI14_V001,9,19.0,24.0,3.887301,1.0,6.1,15.111111,30.933333,4.366627,1.0,5.833333,-11.933333,1
L_G14_PSI14_V001_W0010,L_G14_PSI14_V001,10,27.1,34.0,4.508018,1.0,5.7,20.322222,28.133333,4.345833,1.0,6.233333,-1.033333,1
L_G14_PSI14_V001_W0011,L_G14_PSI14_V001,11,28.1,32.0,4.45845,1.0,5.5,19.877778,25.7,4.423855,1.0,6.5,2.4,1
L_G14_PSI14_V001_W0012,L_G14_PSI14_V001,12,24.7,30.0,3.560587,1.0,6.6,12.677778,24.733333,4.28459,1.0,5.766667,-0.033333,1
L_G14_PSI14_V001_W0013,L_G14_PSI14_V001,13,21.8,30.0,4.871687,1.0,6.3,23.733333,26.633333,4.175685,1.0,5.933333,-4.833333,1
L_G14_PSI14_V001_W0014,L_G14_PSI14_V001,14,18.8,24.0,3.735714,1.0,7.1,13.955556,24.866667,4.296908,1.0,6.133333,-6.066667,1
L_G14_PSI14_V001_W0015,L_G14_PSI14_V001,15,23.5,30.0,4.116363,1.0,6.9,16.944444,21.766667,4.055996,1.0,6.666667,1.733333,1
L_G14_PSI14_V001_W0016,L_G14_PSI14_V001,16,21.2,27.0,4.589844,1.0,4.8,21.066667,21.366667,4.241254,1.0,6.766667,-0.166667,1
L_G14_PSI14_V001_W0017,L_G14_PSI14_V001,17,20.7,25.0,2.907844,1.0,5.0,8.455556,21.166667,4.147307,1.0,6.266667,-0.466667,1
L_G14_PSI14_V001_W0018,L_G14_PSI14_V001,18,27.0,32.0,3.231787,1.0,6.3,10.444444,21.8,3.87135,1.0,5.566667,5.2,1
L_G14_PSI14_V001_W0019,L_G14_PSI14_V001,19,25.7,30.0,3.198958,1.0,6.4,10.233333,22.966667,3.576491,1.0,5.366667,2.733333,1
L_G14_PSI14_V001_W0020,L_G14_PSI14_V001,20,25.7,31.0,3.653005,1.0,5.2,13.344444,24.466667,3.112863,1.0,5.9,1.233333,1
L_G14_PSI14_V001_W0021,L_G14_PSI14_V001,21,23.3,28.0,3.713339,1.0,6.8,13.788889,26.133333,3.36125,1.0,5.966667,-2.833333,1
L_G14_PSI14_V001_W0022,L_G14_PSI14_V001,22,26.3,36.0,5.755191,1.0,5.0,33.122222,24.9,3.521767,1.0,6.133333,1.4,1
L_G14_PSI14_V001_W0023,L_G14_PSI14_V001,23,24.4,29.0,4.903513,1.0,4.9,24.044444,25.1,4.373845,1.0,5.666667,-0.7,1
L_G14_PSI14_V001_W0024,L_G14_PSI14_V001,24,20.0,24.0,3.527668,1.0,6.1,12.444444,24.666667,4.790681,1.0,5.566667,-4.666667,1
L_G14_PSI14_V001_W0025,L_G14_PSI14_V001,25,18.1,27.0,4.840799,1.0,4.3,23.433333,23.566667,4.728791,1.0,5.333333,-5.466667,1
L_G14_PSI14_V001_W0026,L_G14_PSI14_V001,26,24.7,38.0,5.657836,1.0,5.7,32.011111,20.833333,4.423994,1.0,5.1,3.866667,1
L_G14_PSI14_V001_W0027,L_G14_PSI14_V001,27,26.1,36.0,5.300943,1.0,4.9,28.1,20.933333,4.675435,1.0,5.366667,5.166667,1
L_G14_PSI14_V001_W0028,L_G14_PSI14_V001,28,15.6,25.0,6.46701,1.0,6.1,41.822222,22.966667,5.266526,1.0,4.966667,-7.366667,1
L_G14_PSI14_V001_W0029,L_G14_PSI14_V001,29,3.7,7.0,2.451757,0.8,2.6,6.011111,22.133333,5.808597,1.0,5.566667,-18.433333,1
L_G14_PSI14_V001_W0030,L_G14_PSI14_V001,30,1.7,3.0,1.494434,0.6,2.1,2.233333,15.133333,4.739903,0.933333,4.533333,-13.433333,0
L_G14_PSI14_V001_W0031,L_G14_PSI14_V001,31,2.3,4.0,1.766981,0.7,2.4,3.122222,7.0,3.471067,0.8,3.6,-4.7,0
L_G14_PSI14_V001_W0032,L_G14_PSI14_V001,32,1.3,3.0,1.418136,0.5,1.8,2.011111,2.566667,1.904391,0.7,2.366667,-1.266667,0
L_G14_PSI14_V001_W0033,L_G14_PSI14_V001,33,1.1,3.0,1.449138,0.4,1.7,2.1,1.766667,1.559851,0.6,2.1,-0.666667,0
L_G14_PSI14_V001_W0034,L_G14_PSI14_V001,34,1.5,4.0,1.433721,0.6,1.7,2.055556,1.566667,1.544752,0.533333,1.966667,-0.066667,0
L_G14_PSI14_V001_W0035,L_G14_PSI14_V001,35,2.2,4.0,1.549193,0.7,2.5,2.4,1.3,1.433665,0.5,1.733333,0.9,0
L_G14_PSI14_V001_W0036,L_G14_PSI14_V001,36,1.9,4.0,1.449138,0.7,2.2,2.1,1.6,1.477351,0.566667,1.966667,0.3,0
L_G14_PSI14_V001_W0037,L_G14_PSI14_V001,37,1.3,3.0,1.159502,0.6,1.7,1.344444,1.866667,1.477351,0.666667,2.133333,-0.566667,0
L_G14_PSI14_V001_W0038,L_G14_PSI14_V001,38,2.2,4.0,1.398412,0.8,2.4,1.955556,1.8,1.385944,0.666667,2.133333,0.4,0
L_G14_PSI14_V001_W0039,L_G14_PSI14_V001,39,1.4,3.0,1.264911,0.6,1.8,1.6,1.8,1.335684,0.7,2.1,-0.4,0
L_G14_PSI14_V001_W0040,L_G14_PSI14_V001,40,2.4,4.0,1.074968,0.9,2.5,1.155556,1.633333,1.274275,0.666667,1.966667,0.766667,0
L_G14_PSI18_V001_W0000,L_G14_PSI18_V001,0,1.9,3.0,1.100505,0.8,2.1,1.211111,0.0,0.0,0.0,0.0,1.9,0
L_G14_PSI18_V001_W0001,L_G14_PSI18_V001,1,2.6,3.0,0.516398,1.0,2.6,0.266667,1.9,1.100505,0.8,2.1,0.7,0
L_G14_PSI18_V001_W0002,L_G14_PSI18_V001,2,2.2,3.0,0.918937,0.9,2.3,0.844444,2.25,0.808451,0.9,2.35,-0.05,0
L_G14_PSI18_V001_W0003,L_G14_PSI18_V001,3,3.3,8.0,3.12872,0.7,3.6,9.788889,2.233333,0.84528,0.9,2.333333,1.066667,1
L_G14_PSI18_V001_W0004,L_G14_PSI18_V001,4,17.2,26.0,4.939636,1.0,5.1,24.4,2.7,1.521351,0.866667,2.833333,14.5,1
L_G14_PSI18_V001_W0005,L_G14_PSI18_V001,5,17.0,26.0,5.09902,1.0,4.1,26.0,7.566667,2.995764,0.866667,3.666667,9.433333,1
L_G14_PSI18_V001_W0006,L_G14_PSI18_V001,6,20.9,27.0,3.754997,1.0,6.0,14.1,12.5,4.389125,0.9,4.266667,8.4,1
L_G14_PSI18_V001_W0007,L_G14_PSI18_V001,7,22.3,28.0,5.375872,1.0,4.5,28.9,18.366667,4.597884,1.0,5.066667,3.933333,1
L_G14_PSI18_V001_W0008,L_G14_PSI18_V001,8,29.5,35.0,4.503085,1.0,5.9,20.277778,20.066667,4.743296,1.0,4.866667,9.433333,1
L_G14_PSI18_V001_W0009,L_G14_PSI18_V001,9,26.8,34.0,4.366539,1.0,6.4,19.066667,24.233333,4.544651,1.0,5.466667,2.566667,1
L_G14_PSI18_V001_W0010,L_G14_PSI18_V001,10,23.7,33.0,6.783149,1.0,6.6,46.011111,26.2,4.748499,1.0,5.6,-2.5,1
L_G14_PSI18_V001_W0011,L_G14_PSI18_V001,11,24.5,30.0,2.990726,1.0,5.3,8.944444,26.666667,5.217591,1.0,6.3,-2.166667,1
L_G14_PSI18_V001_W0012,L_G14_PSI18_V001,12,23.9,30.0,4.72464,1.0,5.9,22.322222,25.0,4.713472,1.0,6.1,-1.1,1
L_G14_PSI18_V001_W0013,L_G14_PSI18_V001,13,26.7,34.0,3.560587,1.0,6.6,12.677778,24.033333,4.832838,1.0,5.933333,2.666667,1
L_G14_PSI18_V001_W0014,L_G14_PSI18_V001,14,22.1,38.0,7.519604,1.0,5.0,56.544444,25.033333,3.758651,1.0,5.933333,-2.933333,1
L_G14_PSI18_V001_W0015,L_G14_PSI18_V001,15,24.6,42.0,9.070097,1.0,6.1,82.266667,24.233333,5.268277,1.0,5.833333,0.366667,1
L_G14_PSI18_V001_W0016,L_G14_PSI18_V001,16,27.2,38.0,5.553777,1.0,6.4,30.844444,24.466667,6.716763,1.0,5.9,2.733333,1
L_G14_PSI18_V001_W0017,L_G14_PSI18_V001,17,24.6,36.0,5.037636,1.0,6.8,25.377778,24.633333,7.38116,1.0,5.833333,-0.033333,1
L_G14_PSI18_V001_W0018,L_G14_PSI18_V001,18,27.5,36.0,5.930149,1.0,5.3,35.166667,25.466667,6.553837,1.0,6.433333,2.033333,1
L_G14_PSI18_V001_W0019,L_G14_PSI18_V001,19,24.1,33.0,5.896327,1.0,5.8,34.766667,26.433333,5.507188,1.0,6.166667,-2.333333,1
L_G14_PSI18_V001_W0020,L_G14_PSI18_V001,20,31.2,38.0,5.391351,1.0,5.9,29.066667,25.4,5.621371,1.0,5.966667,5.8,1
L_G14_PSI18_V001_W0021,L_G14_PSI18_V001,21,26.2,32.0,3.910101,1.0,5.1,15.288889,27.6,5.739276,1.0,5.666667,-1.4,1
L_G14_PSI18_V001_W0022,L_G14_PSI18_V001,22,28.7,34.0,3.88873,1.0,5.7,15.122222,27.166667,5.065926,1.0,5.6,1.533333,1
L_G14_PSI18_V001_W0023,L_G14_PSI18_V001,23,22.0,30.0,3.858612,1.0,6.1,14.888889,28.7,4.396727,1.0,5.566667,-6.7,1
L_G14_PSI18_V001_W0024,L_G14_PSI18_V001,24,20.1,29.0,5.820462,1.0,6.1,33.877778,25.633333,3.885814,1.0,5.633333,-5.533333,1
L_G14_PSI18_V001_W0025,L_G14_PSI18_V001,25,24.4,31.0,3.977716,1.0,6.0,15.822222,23.6,4.522601,1.0,5.966667,0.8,1
L_G14_PSI18_V001_W0026,L_G14_PSI18_V001,26,26.5,30.0,2.368778,1.0,7.2,5.611111,22.166667,4.552263,1.0,6.066667,4.333333,1
L_G14_PSI18_V001_W0027,L_G14_PSI18_V001,27,13.5,21.0,4.743416,1.0,4.2,22.5,23.666667,4.055652,1.0,6.433333,-10.166667,1
L_G14_PSI18_V001_W0028,L_G14_PSI18_V001,28,4.2,8.0,2.20101,0.9,2.4,4.844444,21.466667,3.696637,1.0,5.8,-17.266667,1
L_G14_PSI18_V001_W0029,L_G14_PSI18_V001,29,1.2,4.0,1.398412,0.5,1.5,1.955556,14.733333,3.104402,0.966667,4.6,-13.533333,0
L_G14_PSI18_V001_W0030,L_G14_PSI18_V001,30,0.9,3.0,1.197219,0.4,1.5,1.433333,6.3,2.780946,0.8,2.7,-5.4,0
L_G14_PSI18_V001_W0031,L_G14_PSI18_V001,31,1.6,5.0,1.646545,0.6,1.7,2.711111,2.1,1.59888,0.6,1.8,-0.5,0
L_G14_PSI18_V001_W0032,L_G14_PSI18_V001,32,1.8,3.0,1.032796,0.8,2.0,1.066667,1.233333,1.414059,0.5,1.566667,0.566667,0
L_G14_PSI05_V001_W0000,L_G14_PSI05_V001,0,0.5,3.0,1.080123,0.2,1.2,1.166667,0.0,0.0,0.0,0.0,0.5,0
L_G14_PSI05_V001_W0001,L_G14_PSI05_V001,1,1.0,2.0,1.054093,0.5,1.5,1.111111,0.5,1.080123,0.2,1.2,0.5,0
L_G14_PSI05_V001_W0002,L_G14_PSI05_V001,2,0.4,2.0,0.843274,0.2,1.2,0.711111,0.75,1.067108,0.35,1.35,-0.35,0
L_G14_PSI05_V001_W0003,L_G14_PSI05_V001,3,1.7,3.0,0.948683,0.8,1.8,0.9,0.633333,0.992497,0.3,1.3,1.066667,0
L_G14_PSI05_V001_W0004,L_G14_PSI05_V001,4,2.5,8.0,2.415229,0.7,2.7,5.833333,1.033333,0.948683,0.5,1.5,1.466667,1
L_G14_PSI05_V001_W0005,L_G14_PSI05_V001,5,8.2,14.0,4.104198,0.9,4.5,16.844444,1.533333,1.402396,0.566667,1.9,6.666667,1
L_G14_PSI05_V001_W0006,L_G14_PSI05_V001,6,16.3,21.0,3.560587,1.0,6.6,12.677778,4.133333,2.48937,0.8,3.0,12.166667,1
L_G14_PSI05_V001_W0007,L_G14_PSI05_V001,7,15.9,21.0,4.605552,1.0,5.0,21.211111,9.0,3.360005,0.866667,4.6,6.9,1
L_G14_PSI05_V001_W0008,L_G14_PSI05_V001,8,16.0,21.0,3.366502,1.0,4.8,11.333333,13.466667,4.090112,0.966667,5.366667,2.533333,1
L_G14_PSI05_V001_W0009,L_G14_PSI05_V001,9,12.8,20.0,4.315347,1.0,6.4,18.622222,16.066667,3.844214,1.0,5.466667,-3.266667,1
L_G14_PSI05_V001_W0010,L_G14_PSI05_V001,10,16.6,24.0,3.470511,1.0,5.4,12.044444,14.9,4.0958,1.0,5.4,1.7,1
L_G14_PSI05_V001_W0011,L_G14_PSI05_V001,11,15.1,19.0,2.685351,1.0,6.2,7.211111,15.133333,3.717453,1.0,5.533333,-0.033333,1
L_G14_PSI05_V001_W0012,L_G14_PSI05_V001,12,17.4,26.0,3.777124,1.0,7.2,14.266667,14.833333,3.490403,1.0,6.0,2.566667,1
L_G14_PSI05_V001_W0013,L_G14_PSI05_V001,13,16.5,20.0,2.27303,1.0,7.6,5.166667,16.366667,3.310995,1.0,6.266667,0.133333,1
L_G14_PSI05_V001_W0014,L_G14_PSI05_V001,14,13.8,18.0,3.794733,1.0,5.8,14.4,16.333333,2.911835,1.0,7.0,-2.533333,1
L_G14_PSI05_V001_W0015,L_G14_PSI05_V001,15,16.3,20.0,3.056868,1.0,6.3,9.344444,15.9,3.281629,1.0,6.866667,0.4,1
L_G14_PSI05_V001_W0016,L_G14_PSI05_V001,16,17.0,23.0,3.464102,1.0,4.8,12.0,15.533333,3.041544,1.0,6.566667,1.466667,1
L_G14_PSI05_V001_W0017,L_G14_PSI05_V001,17,19.4,25.0,2.716207,1.0,6.0,7.377778,15.7,3.438568,1.0,5.633333,3.7,1
L_G14_PSI05_V001_W0018,L_G14_PSI05_V001,18,16.3,22.0,3.056868,1.0,5.9,9.344444,17.566667,3.079059,1.0,5.7,-1.266667,1
L_G14_PSI05_V001_W0019,L_G14_PSI05_V001,19,14.5,20.0,4.275252,1.0,6.3,18.277778,17.566667,3.079059,1.0,5.566667,-3.066667,1
L_G14_PSI05_V001_W0020,L_G14_PSI05_V001,20,16.5,20.0,2.321398,1.0,6.2,5.388889,16.733333,3.349442,1.0,6.066667,-0.233333,1
L_G14_PSI05_V001_W0021,L_G14_PSI05_V001,21,16.2,22.0,3.583915,1.0,7.4,12.844444,15.766667,3.217839,1.0,6.133333,0.433333,1
L_G14_PSI05_V001_W0022,L_G14_PSI05_V001,22,18.1,23.0,4.094712,1.0,6.8,16.766667,15.733333,3.393522,1.0,6.633333,2.366667,1
L_G14_PSI05_V001_W0023,L_G14_PSI05_V001,23,19.6,24.0,2.716207,1.0,5.1,7.377778,16.933333,3.333342,1.0,6.8,2.666667,1
L_G14_PSI05_V001_W0024,L_G14_PSI05_V001,24,18.2,24.0,3.765339,1.0,7.5,14.177778,17.966667,3.464944,1.0,6.433333,0.233333,1
L_G14_PSI05_V001_W0025,L_G14_PSI05_V001,25,18.2,25.0,4.54117,1.0,7.1,20.622222,18.633333,3.525419,1.0,6.466667,-0.433333,1
L_G14_PSI05_V001_W0026,L_G14_PSI05_V001,26,16.5,21.0,3.566822,1.0,5.4,12.722222,18.666667,3.674238,1.0,6.566667,-2.166667,1
L_G14_PSI05_V001_W0027,L_G14_PSI05_V001,27,11.3,14.0,1.946507,1.0,4.2,3.788889,17.633333,3.957777,1.0,6.666667,-6.333333,1
L_G14_PSI05_V001_W0028,L_G14_PSI05_V001,28,5.9,10.0,3.28126,0.9,2.5,10.766667,15.333333,3.3515,1.0,5.566667,-9.433333,1
L_G14_PSI05_V001_W0029,L_G14_PSI05_V001,29,1.1,3.0,1.197219,0.5,1.6,1.433333,11.233333,2.93153,0.966667,4.033333,-10.133333,0
L_G16_PSI10_V001_W0001,L_G16_PSI10_V001,1,0.2,2.0,0.632456,0.1,1.1,0.4,0.0,0.0,0.0,0.0,0.2,0
L_G16_PSI10_V001_W0002,L_G16_PSI10_V001,2,0.2,2.0,0.632456,0.1,1.1,0.4,0.1,0.316228,0.05,1.05,0.1,0
L_G16_PSI10_V001_W0003,L_G16_PSI10_V001,3,1.2,5.0,1.75119,0.4,1.8,3.066667,0.133333,0.421637,0.066667,1.066667,1.066667,0
L_G16_PSI10_V001_W0004,L_G16_PSI10_V001,4,9.3,19.0,5.396501,0.9,3.7,29.122222,0.533333,1.005367,0.2,1.333333,8.766667,1
L_G16_PSI10_V001_W0005,L_G16_PSI10_V001,5,16.9,24.0,4.72464,1.0,4.8,22.322222,3.566667,2.593382,0.466667,2.2,13.333333,1
L_G16_PSI10_V001_W0006,L_G16_PSI10_V001,6,19.2,27.0,5.072803,1.0,6.6,25.733333,9.133333,3.957444,0.766667,3.433333,10.066667,1
L_G16_PSI10_V001_W0007,L_G16_PSI10_V001,7,24.7,30.0,3.12872,1.0,5.3,9.788889,15.133333,5.064648,0.966667,5.033333,9.566667,1
L_G16_PSI10_V001_W0008,L_G16_PSI10_V001,8,27.5,31.0,3.836955,1.0,6.6,14.722222,20.266667,4.308721,1.0,5.566667,7.233333,1
L_G16_PSI10_V001_W0009,L_G16_PSI10_V001,9,24.6,30.0,5.316641,1.0,5.5,28.266667,23.8,4.012826,1.0,6.166667,0.8,1
L_G16_PSI10_V001_W0010,L_G16_PSI10_V001,10,16.7,23.0,3.591657,1.0,4.9,12.9,25.6,4.094105,1.0,5.8,-8.9,1
L_G16_PSI10_V001_W0011,L_G16_PSI10_V001,11,23.2,28.0,4.2374,1.0,5.3,17.955556,22.933333,4.248417,1.0,5.666667,0.266667,1
L_G16_PSI10_V001_W0012,L_G16_PSI10_V001,12,26.6,34.0,5.501515,1.0,4.9,30.266667,21.5,4.381899,1.0,5.233333,5.1,1
L_G16_PSI10_V001_W0013,L_G16_PSI10_V001,13,24.9,32.0,4.040077,1.0,5.4,16.322222,22.166667,4.443524,1.0,5.033333,2.733333,1
L_G16_PSI10_V001_W0014,L_G16_PSI10_V001,14,27.1,33.0,3.813718,1.0,6.8,14.544444,24.9,4.592997,1.0,5.2,2.2,1
L_G16_PSI10_V001_W0015,L_G16_PSI10_V001,15,24.2,32.0,4.263541,1.0,4.6,18.177778,26.2,4.45177,1.0,5.7,-2.0,1
L_G16_PSI10_V001_W0016,L_G16_PSI10_V001,16,23.3,29.0,4.110961,1.0,5.1,16.9,25.4,4.039112,1.0,5.6,-2.1,1
L_G16_PSI10_V001_W0017,L_G16_PSI10_V001,17,27.4,33.0,5.521674,1.0,5.8,30.488889,24.866667,4.06274,1.0,5.5,2.533333,1
L_G16_PSI10_V001_W0018,L_G16_PSI10_V001,18,23.7,29.0,2.750757,1.0,6.3,7.566667,24.966667,4.632059,1.0,5.166667,-1.266667,1
L_G16_PSI10_V001_W0019,L_G16_PSI10_V001,19,26.9,34.0,5.216427,1.0,6.1,27.211111,24.8,4.127798,1.0,5.733333,2.1,1
L_G16_PSI10_V001_W0020,L_G16_PSI10_V001,20,28.1,38.0,4.771443,1.0,5.9,22.766667,26.0,4.496286,1.0,6.066667,2.1,1
L_G16_PSI10_V001_W0021,L_G16_PSI10_V001,21,24.6,30.0,3.921451,1.0,5.7,15.377778,26.233333,4.246209,1.0,6.1,-1.633333,1
L_G16_PSI10_V001_W0022,L_G16_PSI10_V001,22,26.5,35.0,4.88194,1.0,5.7,23.833333,26.533333,4.63644,1.0,5.9,-0.033333,1
L_G16_PSI10_V001_W0023,L_G16_PSI10_V001,23,26.5,34.0,3.62859,1.0,6.9,13.166667,26.4,4.524944,1.0,5.766667,0.1,1
L_G16_PSI10_V001_W0024,L_G16_PSI10_V001,24,27.5,37.0,4.672615,1.0,9.0,21.833333,25.866667,4.143994,1.0,6.1,1.633333,1
L_G16_PSI10_V001_W0025,L_G16_PSI10_V001,25,13.8,20.0,5.006662,1.0,5.8,25.066667,26.833333,4.394382,1.0,7.2,-13.033333,1
L_G16_PSI10_V001_W0026,L_G16_PSI10_V001,26,3.1,5.0,1.100505,1.0,2.5,1.211111,22.6,4.435956,1.0,7.233333,-19.5,0
L_G16_PSI10_V001_W0027,L_G16_PSI10_V001,27,0.6,4.0,1.349897,0.2,1.2,1.822222,14.8,3.593261,1.0,5.766667,-14.2,0
L_G16_PSI10_V001_W0028,L_G16_PSI10_V001,28,0.2,2.0,0.632456,0.1,1.1,0.4,5.833333,2.485688,0.733333,3.166667,-5.633333,0
L_G16_PSI10_V001_W0029,L_G16_PSI10_V001,29,0.6,2.0,0.966092,0.3,1.1,0.933333,1.3,1.027619,0.433333,1.6,-0.7,0
L_G16_PSI10_V001_W0031,L_G16_PSI10_V001,31,0.2,2.0,0.632456,0.1,1.1,0.4,0.266667,0.532849,0.133333,1.066667,-0.066667,0
L_G16_PSI10_V001_W0034,L_G16_PSI10_V001,34,0.2,2.0,0.632456,0.1,1.0,0.4,0.066667,0.210819,0.033333,1.033333,0.133333,0
L_G16_PSI14_V001_W0000,L_G16_PSI14_V001,0,0.2,2.0,0.632456,0.1,1.0,0.4,0.0,0.0,0.0,0.0,0.2,0
L_G16_PSI14_V001_W0002,L_G16_PSI14_V001,2,0.7,3.0,1.159502,0.3,1.3,1.344444,0.1,0.316228,0.05,1.0,0.6,0
L_G16_PSI14_V001_W0003,L_G16_PSI14_V001,3,11.9,27.0,6.838616,1.0,4.8,46.766667,0.3,0.597319,0.133333,1.1,11.6,1
